Date,Month,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/8/2023,5,2023,GRIST HOUSE CRAFT BREW,GRIST HOUSE CRAFT BREW,115.2,debit,Alcohol & Bars,Southwest Credit Card,,
5/8/2023,5,2023,TST* Walters - 4501 Butle,TST* Walters - 4501 Butle,36.1,debit,Restaurants,Southwest Credit Card,,
5/8/2023,5,2023,AMZN Mktp US*3G39J9N83,AMZN Mktp US*3G39J9N83,13.77,debit,Shopping,Southwest Credit Card,,
5/8/2023,5,2023,CVS/PHARMACY #04008,CVS/PHARMACY #04008,32.29,debit,Pharmacy,Southwest Credit Card,,
5/8/2023,5,2023,TST* Walters - 4501 Butle,TST* Walters - 4501 Butle,32.16,debit,Restaurants,Southwest Credit Card,,
5/8/2023,5,2023,AMZN Mktp US*BG8VI98C3,AMZN Mktp US*BG8VI98C3,26.83,debit,Shopping,Southwest Credit Card,,
5/8/2023,5,2023,UBER   EATS,UBER   EATS,44.2,debit,Food Delivery,Southwest Credit Card,,
5/7/2023,5,2023,IPARKIT - PI003,IPARKIT - PI003,25,debit,Parking,Southwest Credit Card,,
5/7/2023,5,2023,SHEETZ 0253   00002535,SHEETZ 0253   00002535,46.75,debit,Gas & Fuel,Southwest Credit Card,,
5/7/2023,5,2023,SHEETZ 0253   00002535,SHEETZ 0253   00002535,22.86,debit,Gas & Fuel,Southwest Credit Card,,
5/7/2023,5,2023,Peacock X8095 Premium,Peacock X8095 Premium,4.99,debit,Entertainment,Southwest Credit Card,,
5/7/2023,5,2023,LYFT   *RIDE SAT 12PM,LYFT   *RIDE SAT 12PM,14,debit,Ride Share,Southwest Credit Card,,
5/5/2023,5,2023,HAYMAKER VILLAGE SH,HAYMAKER VILLAGE SH,4.59,debit,Restaurants,Southwest Credit Card,,
5/5/2023,5,2023,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,15,debit,Coffee Shops,Southwest Credit Card,,
5/5/2023,5,2023,CANVAS ON DEMAND,CANVAS ON DEMAND,168.52,debit,Arts,Southwest Credit Card,,
5/5/2023,5,2023,GIANT-EAGLE #0060,GIANT-EAGLE #0060,132.53,debit,Groceries,Southwest Credit Card,,
5/3/2023,5,2023,STATE FARM  INSURANCE,STATE FARM  INSURANCE,158.18,debit,Auto Insurance,Southwest Credit Card,,
5/2/2023,5,2023,PORTLAND GENERAL ELECTRIC,PORTLAND GENERAL ELECTRIC,176.31,debit,Utilities,Southwest Credit Card,,
5/2/2023,5,2023,THE ATHLETIC,THE ATHLETIC,7.99,debit,Gym,Southwest Credit Card,,
5/2/2023,5,2023,CKO*Patreon* Membership,CKO*Patreon* Membership,5.28,debit,Gym,Southwest Credit Card,,
5/2/2023,5,2023,AT&T,ATT*BILL PAYMENT,193.24,debit,Mobile Phone,Southwest Credit Card,,
5/2/2023,5,2023,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,25,debit,Coffee Shops,Southwest Credit Card,,
5/1/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,19.99,debit,Electronics & Software,Southwest Credit Card,,
4/28/2023,4,2023,APPLE.COM/BILL,APPLE.COM/BILL,6.99,debit,Electronics & Software,Southwest Credit Card,,
4/28/2023,4,2023,WWW COSTCO COM,WWW COSTCO COM,15.99,debit,Shopping,Southwest Credit Card,,
4/28/2023,4,2023,WWW COSTCO COM,WWW COSTCO COM,22.99,debit,Shopping,Southwest Credit Card,,
4/28/2023,4,2023,AMZN Mktp US*HF6TL6Y90,AMZN Mktp US*HF6TL6Y90,27.55,debit,Shopping,Southwest Credit Card,,
4/28/2023,4,2023,WWW COSTCO COM,WWW COSTCO COM,44.99,debit,Shopping,Southwest Credit Card,,
4/27/2023,4,2023,APPLE.COM/BILL,APPLE.COM/BILL,1.99,debit,Electronics & Software,Southwest Credit Card,,
4/27/2023,4,2023,AMZN Mktp US*HF32U9B92,AMZN Mktp US*HF32U9B92,29.9,debit,Shopping,Southwest Credit Card,,
4/27/2023,4,2023,AMZN Mktp US*HF7PU87W0,AMZN Mktp US*HF7PU87W0,18.96,debit,Shopping,Southwest Credit Card,,
4/27/2023,4,2023,Amazon.com*HF2TY8B82,Amazon.com*HF2TY8B82,2.93,debit,Shopping,Southwest Credit Card,,
4/26/2023,4,2023,FOSSIL.COM PAY,FOSSIL.COM PAY,100.7,debit,Clothing,Southwest Credit Card,,
4/26/2023,4,2023,AMZN Mktp US*HF02P6P41,AMZN Mktp US*HF02P6P41,21.19,debit,Shopping,Southwest Credit Card,,
4/26/2023,4,2023,Amazon.com*HF1RV7K00,Amazon.com*HF1RV7K00,22.8,debit,Shopping,Southwest Credit Card,,
4/26/2023,4,2023,AGENT FEE   8900848838183,AGENT FEE   8900848838183,3,debit,Fees & Charges,Southwest Credit Card,,
4/26/2023,4,2023,AMZN Mktp US*HF1UI6PL2,AMZN Mktp US*HF1UI6PL2,15.5,debit,Shopping,Southwest Credit Card,,
4/26/2023,4,2023,AMZN Mktp US*HF8D79GV2,AMZN Mktp US*HF8D79GV2,17.48,debit,Shopping,Southwest Credit Card,,
4/26/2023,4,2023,AMERICAN AIR0017964260161,AMERICAN AIR0017964260161,608.41,debit,Air Travel,Southwest Credit Card,,
4/25/2023,4,2023,AMZN Mktp US*HF1NA91Z1,AMZN Mktp US*HF1NA91Z1,74.15,debit,Shopping,Southwest Credit Card,,
4/25/2023,4,2023,ZIPLY FIBER * INTERNET,ZIPLY FIBER * INTERNET,80,debit,Internet,Southwest Credit Card,,
4/25/2023,4,2023,AMZN Mktp US,AMZN Mktp US,21.19,debit,Shopping,CREDIT CARD,,
4/24/2023,4,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,23.09,debit,Gas & Fuel,Southwest Credit Card,,
4/24/2023,4,2023,FANATICS - PIRATES CLU,FANATICS - PIRATES CLU,30.33,debit,Clothing,Southwest Credit Card,,
4/24/2023,4,2023,TM TICKETMASTER,TM TICKETMASTER,64.97,debit,Entertainment,Southwest Credit Card,,
4/24/2023,4,2023,REI #101 PITTSBURGH,REI #101 PITTSBURGH,67.26,debit,Sporting Goods,Southwest Credit Card,,
4/24/2023,4,2023,AMZN Mktp US*HF72L9LP1,AMZN Mktp US*HF72L9LP1,9.53,debit,Shopping,Southwest Credit Card,,
4/24/2023,4,2023,AMK PNC PARK CONCES,AMK PNC PARK CONCES,18.18,debit,Alcohol & Bars,Southwest Credit Card,,
4/24/2023,4,2023,GIANT-EAGLE #0060,GIANT-EAGLE #0060,150.77,debit,Groceries,Southwest Credit Card,,
4/24/2023,4,2023,TST* SMOKE AND GHOST BBQ,TST* SMOKE AND GHOST BBQ,17.78,debit,Restaurants,Southwest Credit Card,,
4/24/2023,4,2023,REI.COM  800-426-4840,REI.COM  800-426-4840,345.06,debit,Sporting Goods,Southwest Credit Card,,
4/24/2023,4,2023,AMK PNC PARK CONCES,AMK PNC PARK CONCES,26,debit,Alcohol & Bars,Southwest Credit Card,,
4/24/2023,4,2023,TST* SMOKE AND GHOST BBQ,TST* SMOKE AND GHOST BBQ,13.97,debit,Restaurants,Southwest Credit Card,,
4/24/2023,4,2023,CHEGG  ORDER,CHEGG  ORDER,19.95,debit,Books & Supplies,Southwest Credit Card,,
4/24/2023,4,2023,GOOGLE *YouTube TV,GOOGLE *YouTube TV,77.37,debit,Television,Southwest Credit Card,,
4/24/2023,4,2023,AMERICAN AIRLI AA XEKQCR,AMERICAN AIRLI AA XEKQCR,608.41,debit,Air Travel,CREDIT CARD,,
4/24/2023,4,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,23.09,debit,Gas & Fuel,CREDIT CARD,,
4/24/2023,4,2023,FANATICS - PIRATES CLU,FANATICS - PIRATES CLU,30.33,debit,Clothing,CREDIT CARD,,
4/24/2023,4,2023,TM TICKETMASTER,TM TICKETMASTER,64.97,debit,Entertainment,CREDIT CARD,,
4/24/2023,4,2023,REI #101 PITTSBURGH,REI #101 PITTSBURGH,67.26,debit,Sporting Goods,CREDIT CARD,,
4/24/2023,4,2023,AMZN Mktp US*HF72L9LP1,AMZN Mktp US*HF72L9LP1,9.53,debit,Shopping,CREDIT CARD,,
4/24/2023,4,2023,AMK PNC PARK CONCES,AMK PNC PARK CONCES,18.18,debit,Alcohol & Bars,CREDIT CARD,,
4/24/2023,4,2023,GIANT-EAGLE #0060,GIANT-EAGLE #0060,150.77,debit,Groceries,CREDIT CARD,,
4/24/2023,4,2023,TST* SMOKE AND GHOST BBQ,TST* SMOKE AND GHOST BBQ,17.78,debit,Restaurants,CREDIT CARD,,
4/24/2023,4,2023,ZIPLY FIBER * INTERNET,ZIPLY FIBER * INTERNET,80,debit,Internet,CREDIT CARD,,
4/24/2023,4,2023,REI.COM  800-426-4840,REI.COM  800-426-4840,345.06,debit,Sporting Goods,CREDIT CARD,,
4/24/2023,4,2023,TST* SMOKE AND GHOST BBQ,TST* SMOKE AND GHOST BBQ,13.97,debit,Restaurants,CREDIT CARD,,
4/24/2023,4,2023,AMK PNC PARK CONCES,AMK PNC PARK CONCES,26,debit,Alcohol & Bars,CREDIT CARD,,
4/24/2023,4,2023,CHEGG  ORDER,CHEGG  ORDER,19.95,debit,Books & Supplies,CREDIT CARD,,
4/24/2023,4,2023,AIRLINES REPOR XD XEKQCR,AIRLINES REPOR XD XEKQCR,3,debit,Air Travel,CREDIT CARD,,
4/24/2023,4,2023,GOOGLE *YouTube TV,GOOGLE *YouTube TV,77.37,debit,Television,CREDIT CARD,,
4/24/2023,4,2023,AMZN Mktp US,AMZN Mktp US,74.15,debit,Shopping,CREDIT CARD,,
4/23/2023,4,2023,DREWS BREWS CORPORATION,DREWS BREWS CORPORATION,68.76,debit,Restaurants,Southwest Credit Card,,
4/23/2023,4,2023,WWWBRANDSCYCLECOM,WWWBRANDSCYCLECOM,217.78,debit,Clothing,Southwest Credit Card,,
4/23/2023,4,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,9.38,debit,Gas & Fuel,Southwest Credit Card,,
4/23/2023,4,2023,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,66.32,debit,Pets,Southwest Credit Card,,
4/23/2023,4,2023,AC MARRIOTT AUSTIN,AC MARRIOTT AUSTIN,326.96,debit,Hotel,Southwest Credit Card,,
4/23/2023,4,2023,"SHUTTERFLY, INC.","SHUTTERFLY, INC.",3.97,debit,Hobbies,Southwest Credit Card,,
4/23/2023,4,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,39.3,debit,Gas & Fuel,Southwest Credit Card,,
4/23/2023,4,2023,WASTE MGMT WM EZPAY,WASTE MGMT WM EZPAY,78.74,debit,Utilities,Southwest Credit Card,,
4/23/2023,4,2023,MOE'S 3428,MOE'S 3428,33.32,debit,Fast Food,Southwest Credit Card,,
4/23/2023,4,2023,DREWS BREWS CORPORATION,DREWS BREWS CORPORATION,68.76,debit,Restaurants,CREDIT CARD,,
4/23/2023,4,2023,WWWBRANDSCYCLECOM,WWWBRANDSCYCLECOM,217.78,debit,Clothing,CREDIT CARD,,
4/23/2023,4,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,9.38,debit,Gas & Fuel,CREDIT CARD,,
4/23/2023,4,2023,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,66.32,debit,Pets,CREDIT CARD,,
4/23/2023,4,2023,AC MARRIOTT AUSTIN,AC MARRIOTT AUSTIN,326.96,debit,Hotel,CREDIT CARD,,
4/23/2023,4,2023,"SHUTTERFLY, INC.","SHUTTERFLY, INC.",3.97,debit,Hobbies,CREDIT CARD,,
4/23/2023,4,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,39.3,debit,Gas & Fuel,CREDIT CARD,,
4/23/2023,4,2023,WASTE MGMT WM EZPAY,WASTE MGMT WM EZPAY,78.74,debit,Utilities,CREDIT CARD,,
4/23/2023,4,2023,MOE'S 3428,MOE'S 3428,33.32,debit,Fast Food,CREDIT CARD,,
4/23/2023,4,2023,FOSSIL.COM PAY,FOSSIL.COM PAY,102.69,debit,Clothing,CREDIT CARD,,
4/21/2023,4,2023,AMZN Mktp US*HV8JI6BR2,AMZN Mktp US*HV8JI6BR2,18.01,debit,Shopping,Southwest Credit Card,,
4/21/2023,4,2023,APPLE.COM/BILL,APPLE.COM/BILL,4.99,debit,Electronics & Software,Southwest Credit Card,,
4/21/2023,4,2023,SQ *LA COLOMBE - LAMAR,SQ *LA COLOMBE - LAMAR,6.33,debit,Coffee Shops,Southwest Credit Card,,
4/21/2023,4,2023,AMZN Mktp US*HV5703QF1,AMZN Mktp US*HV5703QF1,21.14,debit,Shopping,Southwest Credit Card,,
4/21/2023,4,2023,SQ *LUCKY LAB COFFEE CO,SQ *LUCKY LAB COFFEE CO,9.52,debit,Groceries,Southwest Credit Card,,
4/21/2023,4,2023,AMZN Mktp US*HV8JI6BR2,AMZN Mktp US*HV8JI6BR2,18.01,debit,Shopping,CREDIT CARD,,
4/21/2023,4,2023,APPLE.COM/BILL,APPLE.COM/BILL,4.99,debit,Electronics & Software,CREDIT CARD,,
4/21/2023,4,2023,SQ *LA COLOMBE - LAMAR,SQ *LA COLOMBE - LAMAR,6.33,debit,Coffee Shops,CREDIT CARD,,
4/21/2023,4,2023,AMZN Mktp US*HV5703QF1,AMZN Mktp US*HV5703QF1,21.14,debit,Shopping,CREDIT CARD,,
4/21/2023,4,2023,SQ *LUCKY LAB COFFEE CO,SQ *LUCKY LAB COFFEE CO,9.52,debit,Groceries,CREDIT CARD,,
4/20/2023,4,2023,SWA*UPGBOARD5269958735744,SWA*UPGBOARD5269958735744,40,debit,Air Travel,Southwest Credit Card,,
4/20/2023,4,2023,LYFT   RIDE WED 8AM,LYFT   RIDE WED 8AM,18,debit,Ride Share,Southwest Credit Card,,
4/20/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,8.55,debit,Fast Food,Southwest Credit Card,,
4/20/2023,4,2023,GIANT EAGLE #0626,GIANT EAGLE #0626,69.16,debit,Groceries,Southwest Credit Card,,
4/20/2023,4,2023,SWA*UPGBOARD5269958819863,SWA*UPGBOARD5269958819863,30,debit,Air Travel,Southwest Credit Card,,
4/20/2023,4,2023,AMZN Mktp US*HV07J4182,AMZN Mktp US*HV07J4182,48.59,debit,Shopping,Southwest Credit Card,,
4/20/2023,4,2023,STARBUCKS WEST DAL,STARBUCKS WEST DAL,11.2,debit,Coffee Shops,Southwest Credit Card,,
4/20/2023,4,2023,LYFT   RIDE TUE 5PM,LYFT   RIDE TUE 5PM,28,debit,Ride Share,Southwest Credit Card,,
4/20/2023,4,2023,STARBUCKS CC PIT,STARBUCKS CC PIT,3.16,debit,Coffee Shops,Southwest Credit Card,,
4/20/2023,4,2023,Etsy.com - BrosWallArtDe,Etsy.com - BrosWallArtDe,75.79,debit,Shopping,Southwest Credit Card,,
4/20/2023,4,2023,Amazon.com*HV3342HN1,Amazon.com*HV3342HN1,10.22,debit,Shopping,Southwest Credit Card,,
4/20/2023,4,2023,Amazon.com*HV5VL9VX2,Amazon.com*HV5VL9VX2,16.95,debit,Shopping,Southwest Credit Card,,
4/20/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,15.66,debit,Fast Food,Southwest Credit Card,,
4/20/2023,4,2023,SWA*UPGBOARD5269958735744,SWA*UPGBOARD5269958735744,40,debit,Air Travel,CREDIT CARD,,
4/20/2023,4,2023,LYFT   RIDE WED 8AM,LYFT   RIDE WED 8AM,18,debit,Ride Share,CREDIT CARD,,
4/20/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,8.55,debit,Fast Food,CREDIT CARD,,
4/20/2023,4,2023,GIANT EAGLE #0626,GIANT EAGLE #0626,69.16,debit,Groceries,CREDIT CARD,,
4/20/2023,4,2023,SWA*UPGBOARD5269958819863,SWA*UPGBOARD5269958819863,30,debit,Air Travel,CREDIT CARD,,
4/20/2023,4,2023,AMZN Mktp US*HV07J4182,AMZN Mktp US*HV07J4182,48.59,debit,Shopping,CREDIT CARD,,
4/20/2023,4,2023,STARBUCKS WEST DAL,STARBUCKS WEST DAL,11.2,debit,Coffee Shops,CREDIT CARD,,
4/20/2023,4,2023,LYFT   RIDE TUE 5PM,LYFT   RIDE TUE 5PM,28,debit,Ride Share,CREDIT CARD,,
4/20/2023,4,2023,STARBUCKS CC PIT,STARBUCKS CC PIT,3.16,debit,Coffee Shops,CREDIT CARD,,
4/20/2023,4,2023,Etsy.com - BrosWallArtDe,Etsy.com - BrosWallArtDe,75.79,debit,Shopping,CREDIT CARD,,
4/20/2023,4,2023,Amazon.com*HV3342HN1,Amazon.com*HV3342HN1,10.22,debit,Shopping,CREDIT CARD,,
4/20/2023,4,2023,Amazon.com*HV5VL9VX2,Amazon.com*HV5VL9VX2,16.95,debit,Shopping,CREDIT CARD,,
4/20/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,15.66,debit,Fast Food,CREDIT CARD,,
4/19/2023,4,2023,WESTMORELAND CO. - DOG AP,WESTMORELAND CO. - DOG AP,6.5,debit,Pets,Southwest Credit Card,,
4/19/2023,4,2023,CHILDREN'S MUSEUM OF PIT,CHILDREN'S MUSEUM OF PIT,18,debit,Kids,Southwest Credit Card,,
4/19/2023,4,2023,SWA INFLIGHT WIFI,SWA INFLIGHT WIFI,8,debit,Air Travel,Southwest Credit Card,,
4/19/2023,4,2023,Westmoreland Dog Ap,WESTMORELAND CO. - DOG AP,1,debit,Veterinary,Southwest Credit Card,,
4/19/2023,4,2023,HBOOKSELLER ST481,HBOOKSELLER ST481,12.98,debit,Books,Southwest Credit Card,,
4/19/2023,4,2023,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,78.2,debit,Clothing,Southwest Credit Card,,
4/19/2023,4,2023,HUDSON ST1807,HUDSON ST1807,5.34,debit,Fast Food,Southwest Credit Card,,
4/19/2023,4,2023,BEAN SPROUTS PITTSBURGH,BEAN SPROUTS PITTSBURGH,24.29,debit,Restaurants,Southwest Credit Card,,
4/19/2023,4,2023,WESTMORELAND CO. - DOG AP,WESTMORELAND CO. - DOG AP,6.5,debit,Pets,CREDIT CARD,,
4/19/2023,4,2023,CHILDREN'S MUSEUM OF PIT,CHILDREN'S MUSEUM OF PIT,18,debit,Kids,CREDIT CARD,,
4/19/2023,4,2023,SWA INFLIGHT WIFI,SWA INFLIGHT WIFI,8,debit,Air Travel,CREDIT CARD,,
4/19/2023,4,2023,Westmoreland Dog Ap,WESTMORELAND CO. - DOG AP,1,debit,Veterinary,CREDIT CARD,,
4/19/2023,4,2023,HBOOKSELLER ST481,HBOOKSELLER ST481,12.98,debit,Books,CREDIT CARD,,
4/19/2023,4,2023,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,78.2,debit,Clothing,CREDIT CARD,,
4/19/2023,4,2023,HUDSON ST1807,HUDSON ST1807,5.34,debit,Fast Food,CREDIT CARD,,
4/19/2023,4,2023,BEAN SPROUTS PITTSBURGH,BEAN SPROUTS PITTSBURGH,24.29,debit,Restaurants,CREDIT CARD,,
4/18/2023,4,2023,WWW COSTCO COM,WWW COSTCO COM,44.99,debit,Shopping,Southwest Credit Card,,
4/18/2023,4,2023,Amazon.com*HV3IZ1G70,Amazon.com*HV3IZ1G70,4.23,debit,Shopping,Southwest Credit Card,,
4/18/2023,4,2023,Amazon.com*HV75M8VU0,Amazon.com*HV75M8VU0,13.75,debit,Shopping,Southwest Credit Card,,
4/18/2023,4,2023,AMZN Mktp US*HV9980V00,AMZN Mktp US*HV9980V00,7.29,debit,Shopping,Southwest Credit Card,,
4/18/2023,4,2023,AMZN Mktp US*HV9AW6O02,AMZN Mktp US*HV9AW6O02,5.26,debit,Shopping,Southwest Credit Card,,
4/18/2023,4,2023,CHILDREN'S MUSEUM OF PIT,CHILDREN'S MUSEUM OF PIT,7,debit,Kids,Southwest Credit Card,,
4/18/2023,4,2023,AMZN Mktp US*HV37713B1,AMZN Mktp US*HV37713B1,9.99,debit,Shopping,Southwest Credit Card,,
4/18/2023,4,2023,WWW COSTCO COM,WWW COSTCO COM,44.99,debit,Shopping,CREDIT CARD,,
4/18/2023,4,2023,Amazon.com*HV3IZ1G70,Amazon.com*HV3IZ1G70,4.23,debit,Shopping,CREDIT CARD,,
4/18/2023,4,2023,Amazon.com*HV75M8VU0,Amazon.com*HV75M8VU0,13.75,debit,Shopping,CREDIT CARD,,
4/18/2023,4,2023,AMZN Mktp US*HV9980V00,AMZN Mktp US*HV9980V00,7.29,debit,Shopping,CREDIT CARD,,
4/18/2023,4,2023,AMZN Mktp US*HV9AW6O02,AMZN Mktp US*HV9AW6O02,5.26,debit,Shopping,CREDIT CARD,,
4/18/2023,4,2023,CHILDREN'S MUSEUM OF PIT,CHILDREN'S MUSEUM OF PIT,7,debit,Kids,CREDIT CARD,,
4/18/2023,4,2023,AMZN Mktp US*HV37713B1,AMZN Mktp US*HV37713B1,9.99,debit,Shopping,CREDIT CARD,,
4/17/2023,4,2023,AMZN Mktp US*HV1Z021T0,AMZN Mktp US*HV1Z021T0,20.09,debit,Shopping,Southwest Credit Card,,
4/17/2023,4,2023,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,11.99,debit,Television,Southwest Credit Card,,
4/17/2023,4,2023,SQ *PARKSIDE CREAMERY,SQ *PARKSIDE CREAMERY,14.65,debit,Restaurants,Southwest Credit Card,,
4/17/2023,4,2023,Amazon.com*HJ7BH5W62,Amazon.com*HJ7BH5W62,5.99,debit,Shopping,Southwest Credit Card,,
4/17/2023,4,2023,AMZN Mktp US*HV6T03CY1,AMZN Mktp US*HV6T03CY1,11.39,debit,Shopping,Southwest Credit Card,,
4/17/2023,4,2023,AMZN Mktp US*HV87N41A0,AMZN Mktp US*HV87N41A0,13.73,debit,Shopping,Southwest Credit Card,,
4/17/2023,4,2023,AMZN Mktp US*HJ28N7I62,AMZN Mktp US*HJ28N7I62,49.8,debit,Shopping,Southwest Credit Card,,
4/17/2023,4,2023,AMZN Mktp US*HV2OI60V0,AMZN Mktp US*HV2OI60V0,29.47,debit,Shopping,Southwest Credit Card,,
4/17/2023,4,2023,AMZN Mktp US*HV1Z021T0,AMZN Mktp US*HV1Z021T0,20.09,debit,Shopping,CREDIT CARD,,
4/17/2023,4,2023,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,11.99,debit,Television,CREDIT CARD,,
4/17/2023,4,2023,SQ *PARKSIDE CREAMERY,SQ *PARKSIDE CREAMERY,14.65,debit,Restaurants,CREDIT CARD,,
4/17/2023,4,2023,Amazon.com*HJ7BH5W62,Amazon.com*HJ7BH5W62,5.99,debit,Shopping,CREDIT CARD,,
4/17/2023,4,2023,AMZN Mktp US*HV6T03CY1,AMZN Mktp US*HV6T03CY1,11.39,debit,Shopping,CREDIT CARD,,
4/17/2023,4,2023,AMZN Mktp US*HV87N41A0,AMZN Mktp US*HV87N41A0,13.73,debit,Shopping,CREDIT CARD,,
4/17/2023,4,2023,AMZN Mktp US*HV2OI60V0,AMZN Mktp US*HV2OI60V0,29.47,debit,Shopping,CREDIT CARD,,
4/17/2023,4,2023,AMZN Mktp US*HJ28N7I62,AMZN Mktp US*HJ28N7I62,49.8,debit,Shopping,CREDIT CARD,,
4/16/2023,4,2023,ALASKA AIR  0272331810144,ALASKA AIR  0272331810144,70,debit,Air Travel,Southwest Credit Card,,
4/16/2023,4,2023,ALASKA AIR  0272331810149,ALASKA AIR  0272331810149,60,debit,Air Travel,Southwest Credit Card,,
4/16/2023,4,2023,SPARKLING PERFECTION,SPARKLING PERFECTION,333,debit,Electronics & Software,Southwest Credit Card,,
4/16/2023,4,2023,Amazon.com*HJ3TF07U1,Amazon.com*HJ3TF07U1,17.66,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,AMZN Mktp US*HJ4YK17T1,AMZN Mktp US*HJ4YK17T1,6.39,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,ALASKA AIR  0272331810145,ALASKA AIR  0272331810145,70,debit,Air Travel,Southwest Credit Card,,
4/16/2023,4,2023,ALASKA AIR  0272331810154,ALASKA AIR  0272331810154,30,debit,Air Travel,Southwest Credit Card,,
4/16/2023,4,2023,AVI WESTMORELAND COMMUNI,AVI WESTMORELAND COMMUNI,9.39,debit,Mortgage & Rent,Southwest Credit Card,,
4/16/2023,4,2023,AMZN Mktp US*HJ7KX8641,AMZN Mktp US*HJ7KX8641,10.59,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,PORTLAND AP CART/CHARG,PORTLAND AP CART/CHARG,6,debit,Air Travel,Southwest Credit Card,,
4/16/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,20.14,debit,Fast Food,Southwest Credit Card,,
4/16/2023,4,2023,THE NEW STAND TN SEA,THE NEW STAND TN SEA,8.82,debit,Restaurants,Southwest Credit Card,,
4/16/2023,4,2023,Amazon.com*HJ2GD8BK2,Amazon.com*HJ2GD8BK2,12.18,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,GIANT-EAGLE #0004,GIANT-EAGLE #0004,144.43,debit,Groceries,Southwest Credit Card,,
4/16/2023,4,2023,Amazon.com*HV77M4L30,Amazon.com*HV77M4L30,4.97,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,SQ *FIVE POINTS ARTISAN B,SQ *FIVE POINTS ARTISAN B,29.41,debit,Coffee Shops,Southwest Credit Card,,
4/16/2023,4,2023,GIANT-EAGLE #0004,GIANT-EAGLE #0004,24.59,debit,Groceries,Southwest Credit Card,,
4/16/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,8.55,debit,Fast Food,Southwest Credit Card,,
4/16/2023,4,2023,Amazon.com*HJ5V07QA2,Amazon.com*HJ5V07QA2,149.79,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,AMZN Mktp US*HJ6FZ3UH1,AMZN Mktp US*HJ6FZ3UH1,67.02,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,SP TENTREE,SP TENTREE,68,debit,Clothing,Southwest Credit Card,,
4/16/2023,4,2023,SP THEFEED.COM * 54,SP THEFEED.COM * 54,65.77,debit,Groceries,Southwest Credit Card,,
4/16/2023,4,2023,AMZN Mktp US*HJ13Z3671,AMZN Mktp US*HJ13Z3671,13.08,debit,Shopping,Southwest Credit Card,,
4/16/2023,4,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,14.43,debit,Fast Food,Southwest Credit Card,,
4/16/2023,4,2023,TST* PORTLAND ROASTING CO,TST* PORTLAND ROASTING CO,16.8,debit,Restaurants,Southwest Credit Card,,
4/16/2023,4,2023,ALASKA AIR  0272331810144,ALASKA AIR  0272331810144,70,debit,Air Travel,CREDIT CARD,,
4/16/2023,4,2023,ALASKA AIR  0272331810149,ALASKA AIR  0272331810149,60,debit,Air Travel,CREDIT CARD,,
4/16/2023,4,2023,SPARKLING PERFECTION,SPARKLING PERFECTION,333,debit,Electronics & Software,CREDIT CARD,,
4/16/2023,4,2023,Amazon.com*HJ3TF07U1,Amazon.com*HJ3TF07U1,17.66,debit,Shopping,CREDIT CARD,,
4/16/2023,4,2023,AMZN Mktp US*HJ4YK17T1,AMZN Mktp US*HJ4YK17T1,6.39,debit,Shopping,CREDIT CARD,,
4/16/2023,4,2023,ALASKA AIR  0272331810145,ALASKA AIR  0272331810145,70,debit,Air Travel,CREDIT CARD,,
4/16/2023,4,2023,ALASKA AIR  0272331810154,ALASKA AIR  0272331810154,30,debit,Air Travel,CREDIT CARD,,
4/16/2023,4,2023,AVI WESTMORELAND COMMUNI,AVI WESTMORELAND COMMUNI,9.39,debit,Mortgage & Rent,CREDIT CARD,,
